Designator,Mid X,Mid Y,Rotation,Layer
C1,138.09,-96.07949,180.0,top
C2,142.098,-96.07949,0.0,top
C3,145.326,-96.07949,180.0,top
C4,145.908,-100.67949,0.0,top
C5,136.326,-99.27949,90.0,top
C6,141.326,-102.67949,90.0,top
J1,133.899,-99.265,0.0,top
J2,149.139,-99.265,0.0,top
U1,138.726,-98.47949,0.0,top
U2,142.526,-98.47949,0.0,top
U3,145.682,-98.47949,0.0,top
U4,138.726,-102.07949,180.0,top
